geoid,name,B11002001,"B11002001, Error",B11002002,"B11002002, Error",B11002003,"B11002003, Error",B11002004,"B11002004, Error",B11002005,"B11002005, Error",B11002006,"B11002006, Error",B11002007,"B11002007, Error",B11002008,"B11002008, Error",B11002009,"B11002009, Error",B11002010,"B11002010, Error",B11002011,"B11002011, Error",B11002012,"B11002012, Error"
86000US33065,"33065",57947,1562,52118,1841,33253,2257,33003,2237,250,153,4631,1126,4136,991,495,237,14234,1738,13162,1649,1072,486,5829,766
86000US33066,"33066",16739,761,11468,868,8005,968,7895,960,110,112,1214,542,1055,468,159,137,2249,750,2156,707,93,82,5271,639
86000US33067,"33067",27332,1397,24967,1457,19398,1530,19343,1523,55,50,1701,812,1631,797,70,72,3868,1168,3669,1097,199,120,2365,419
86000US33068,"33068",52657,1440,45100,1645,25065,1725,24770,1735,295,173,5299,1316,4645,1160,654,257,14736,1754,13722,1691,1014,279,7557,865
86000US33069,"33069",24742,1155,18442,1297,11066,1256,10752,1202,314,169,1710,532,1590,514,120,63,5666,882,5371,839,295,143,6300,691
86000US33070,"33070",4991,518,3979,518,3475,511,3425,498,50,51,178,148,161,136,17,20,326,187,326,187,0,19,1012,259
86000US33071,"33071",39371,1253,35834,1347,25236,1467,24977,1420,259,147,2893,811,2381,655,512,202,7705,1315,7205,1243,500,237,3537,468
86000US33073,"33073",35130,994,30480,1138,21985,1385,21756,1384,229,200,2439,809,2093,707,346,183,6056,1231,5514,1101,542,243,4650,798
86000US33076,"33076",39091,1085,37095,1161,31415,1508,31287,1517,128,93,1209,528,1053,438,156,131,4471,1388,3958,1207,513,411,1996,398
86000US33101,"33101",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US33109,"33109",408,179,314,172,314,172,314,172,0,14,0,14,0,14,0,14,0,14,0,14,0,14,94,77
86000US33122,"33122",205,102,148,111,148,111,148,111,0,14,0,14,0,14,0,14,0,14,0,14,0,14,57,48
86000US33125,"33125",58865,2270,47991,2688,26250,2348,25718,2371,532,229,7345,1472,6318,1241,1027,367,14396,1806,13699,1762,697,223,10874,1069
86000US33126,"33126",52756,2019,44802,2267,24508,1950,23725,1890,783,321,7257,1416,6527,1326,730,242,13037,1453,12059,1303,978,286,7954,1136
86000US33127,"33127",30813,1844,25979,1926,12833,1902,12549,1881,284,134,2041,676,1835,588,206,122,11105,1539,10866,1517,239,116,4834,577
86000US33128,"33128",7381,892,5425,916,2595,710,2584,708,11,17,614,324,589,306,25,47,2216,682,2067,619,149,105,1956,389
86000US33129,"33129",13695,1637,9034,1337,6741,1151,6678,1138,63,73,390,274,352,253,38,45,1903,836,1691,699,212,257,4661,953
86000US33130,"33130",29550,1958,20015,1947,12001,1757,11865,1761,136,203,2219,650,2082,617,137,115,5795,1440,5672,1426,123,107,9535,1086
86000US33131,"33131",18477,1302,10530,1367,8278,1157,8260,1159,18,28,760,415,698,393,62,58,1492,565,1474,559,18,21,7947,828
86000US33132,"33132",11853,901,6241,877,5104,744,5091,740,13,23,442,202,416,199,26,33,695,365,669,355,26,42,5612,586
86000US33133,"33133",35459,1966,28578,2121,19381,1633,19128,1616,253,146,3673,1557,3097,1309,576,316,5524,976,5194,931,330,147,6881,619
86000US33134,"33134",40146,1845,32213,1870,22861,1805,22440,1787,421,261,2051,634,1869,581,182,128,7301,1318,6771,1194,530,244,7933,774
86000US33135,"33135",38655,1720,31105,1950,17117,1718,16995,1724,122,96,4825,1052,4531,966,294,174,9163,1329,8826,1266,337,167,7550,854
86000US33136,"33136",14253,1020,9921,1041,4262,887,4262,887,0,21,1407,457,1226,376,181,130,4252,895,4148,874,104,81,4332,498
86000US33137,"33137",22291,1275,14216,1266,7663,907,7643,906,20,25,1867,698,1706,664,161,101,4686,939,4427,889,259,134,8075,667
86000US33138,"33138",30129,1743,22817,2130,15156,1657,15087,1644,69,70,1921,726,1868,716,53,57,5740,1337,5460,1213,280,237,7312,917
86000US33139,"33139",38873,1221,22284,1412,15868,1306,15673,1290,195,143,2588,784,2245,678,343,167,3828,887,3476,783,352,170,16589,960
86000US33140,"33140",19612,1054,15035,1001,11777,898,11648,875,129,89,1418,346,1293,322,125,69,1840,516,1735,487,105,85,4577,490
86000US33141,"33141",39553,1256,27959,1386,18235,1585,17837,1530,398,346,3249,872,2788,773,461,200,6475,1190,6186,1150,289,137,11594,1037
86000US33142,"33142",58047,2224,48777,2489,21424,1979,21142,1972,282,156,6927,1319,5979,1136,948,380,20426,1781,19604,1702,822,262,9270,823
86000US33143,"33143",30885,1240,23744,1388,16511,1306,16409,1303,102,75,2226,604,2066,573,160,82,5007,779,4884,753,123,92,7141,711
86000US33144,"33144",28996,1803,25823,1866,14026,1547,13846,1495,180,140,3524,847,2956,715,568,243,8273,1402,7820,1363,453,231,3173,514
86000US33145,"33145",30420,1803,24268,1880,14043,1502,13733,1467,310,161,2291,657,1927,530,364,192,7934,1108,7579,1083,355,155,6152,753
86000US33146,"33146",11730,750,9257,693,8019,667,7970,662,49,44,253,210,240,205,13,21,985,384,916,356,69,68,2473,379
86000US33147,"33147",47542,2341,41945,2532,15359,2020,15055,2005,304,163,5440,1285,4968,1179,472,194,21146,1800,20455,1729,691,274,5597,653
86000US33149,"33149",12943,61,11684,184,10360,425,10107,424,253,126,179,120,170,113,9,14,1145,377,1133,375,12,13,1259,192
86000US33150,"33150",29297,1680,24834,1769,11483,1385,11369,1380,114,84,3222,982,3009,906,213,114,10129,1498,9896,1462,233,146,4463,410
86000US33154,"33154",14634,33,11904,423,8518,930,8518,930,0,21,830,493,722,435,108,84,2556,922,2373,874,183,133,2730,418
86000US33155,"33155",46244,1373,40970,1451,28944,1731,28515,1703,429,201,3740,1075,3477,974,263,162,8286,1056,7795,1008,491,211,5274,590
86000US33156,"33156",33447,1090,29906,1181,24251,1261,24035,1257,216,107,853,389,759,343,94,93,4802,855,4424,816,378,195,3541,553
86000US33157,"33157",66981,1858,61388,1998,40150,2230,39600,2167,550,257,6549,1088,5740,1015,809,210,14689,1438,13976,1380,713,189,5593,682
86000US33158,"33158",6464,520,6138,551,5175,574,5169,574,6,11,230,175,223,172,7,12,733,271,706,262,27,29,326,108
86000US33160,"33160",39522,1185,28759,1258,21452,1417,21214,1391,238,144,2300,581,2093,544,207,124,5007,929,4805,918,202,121,10763,752
86000US33161,"33161",54116,1948,46910,2073,24178,1811,23828,1776,350,203,6210,1123,5223,852,987,418,16522,1757,15614,1582,908,311,7206,844
86000US33162,"33162",46915,1933,42759,2013,25151,2481,24978,2486,173,172,4360,1186,3910,1030,450,269,13248,1887,12050,1706,1198,448,4156,542
86000US33165,"33165",55181,1833,50555,1981,32761,2081,32054,1965,707,264,6324,1585,5426,1345,898,331,11470,1662,10913,1613,557,206,4626,690
86000US33166,"33166",22376,1009,19182,1008,12859,1083,12758,1066,101,68,1765,612,1547,545,218,118,4558,766,4305,699,253,144,3194,506
86000US33167,"33167",20558,1770,19151,1846,9078,1712,8949,1695,129,92,2161,740,2009,705,152,132,7912,1728,7575,1679,337,211,1407,321
86000US33168,"33168",26966,1726,25053,1748,13430,1681,13046,1576,384,236,3389,882,2763,693,626,284,8234,1091,7622,1027,612,152,1913,387
86000US33169,"33169",41356,1833,37163,1982,17757,1753,17521,1746,236,148,3614,858,3377,800,237,126,15792,1458,15106,1419,686,223,4193,486
86000US33170,"33170",13830,1395,13072,1411,7241,1429,7146,1411,95,109,1455,532,1239,462,216,120,4376,982,4120,935,256,188,758,231
86000US33172,"33172",43356,1588,38256,1733,22195,1795,22053,1777,142,105,4843,1050,4399,1004,444,181,11218,1582,10478,1477,740,263,5100,490
86000US33173,"33173",32164,1353,27815,1542,19281,1542,18940,1483,341,234,2338,730,2168,677,170,105,6196,1086,5926,1026,270,156,4349,528
86000US33174,"33174",31570,1587,27346,1639,16537,1599,16282,1585,255,135,2914,714,2629,616,285,166,7895,1275,7309,1163,586,239,4224,531
86000US33175,"33175",52955,1937,48648,2118,32096,2030,31570,2014,526,196,4893,1129,4415,1033,478,179,11659,1802,10757,1635,902,366,4307,622
86000US33176,"33176",52025,1658,45753,1689,31962,1940,31639,1904,323,165,4982,1456,4562,1362,420,173,8809,1523,8426,1470,383,164,6272,642
86000US33177,"33177",55916,1695,53048,1897,36767,2145,36358,2104,409,232,3890,923,3474,814,416,167,12391,1520,11434,1419,957,258,2868,482
86000US33178,"33178",52206,951,49118,1050,37355,1541,36811,1504,544,202,3553,860,3368,822,185,98,8210,1400,7655,1297,555,203,3088,517
86000US33179,"33179",43973,1851,36565,2050,23592,2143,23376,2135,216,150,3285,793,3055,751,230,102,9688,1408,9280,1332,408,201,7408,779
86000US33180,"33180",32202,1029,25529,1290,20036,1304,19984,1301,52,61,1064,489,1003,465,61,64,4429,983,4274,953,155,103,6673,732
86000US33181,"33181",19752,1346,15630,1473,9582,1238,9477,1212,105,124,2547,870,2197,742,350,293,3501,818,3338,780,163,101,4122,506
86000US33182,"33182",13697,642,13214,684,9614,901,9578,900,36,30,718,297,687,282,31,42,2882,710,2659,667,223,125,483,152
86000US33183,"33183",36610,1289,33568,1496,22571,1375,22450,1378,121,92,2319,655,2185,631,134,69,8678,1234,8388,1225,290,148,3042,531
86000US33184,"33184",21729,1640,20565,1675,12400,1430,12187,1405,213,149,2354,861,2193,827,161,106,5811,1392,5415,1324,396,185,1164,258
86000US33185,"33185",31291,1327,29828,1410,22340,1268,21950,1282,390,296,1979,559,1790,508,189,110,5509,1015,5209,982,300,123,1463,290
86000US33186,"33186",68357,2510,61809,2860,45206,2980,44694,2928,512,257,3412,761,3025,693,387,133,13191,1660,12539,1595,652,216,6548,798
86000US33187,"33187",19332,1184,18262,1287,13950,1437,13789,1425,161,141,1620,668,1438,576,182,139,2692,871,2374,779,318,162,1070,348
86000US33189,"33189",25190,1506,21651,1418,13930,1193,13769,1183,161,104,1386,507,1256,459,130,78,6335,1176,5979,1099,356,151,3539,721
86000US33190,"33190",16058,948,15051,1040,9886,1153,9830,1148,56,66,1070,443,892,395,178,99,4095,841,3819,776,276,168,1007,402
86000US33193,"33193",49855,1441,46505,1557,29889,1606,29431,1522,458,299,3272,942,2983,870,289,140,13344,1139,12484,1105,860,247,3350,617
86000US33194,"33194",5900,1054,5655,1081,4804,1091,4804,1091,0,19,29,44,29,44,0,19,822,592,648,426,174,250,245,151
86000US33196,"33196",52976,1967,49795,2126,36196,2144,35846,2114,350,170,3916,883,3479,748,437,230,9683,1373,9304,1330,379,143,3181,519
86000US33301,"33301",14198,989,7893,882,6745,704,6702,704,43,60,266,186,217,149,49,41,882,453,856,452,26,27,6305,773
86000US33304,"33304",18085,1231,9521,1180,6386,1139,6386,1139,0,21,857,538,772,471,85,98,2278,796,2244,784,34,43,8564,705
86000US33305,"33305",12039,799,6549,760,5290,722,5138,673,152,135,260,187,212,141,48,60,999,369,983,367,16,18,5490,532
86000US33306,"33306",3124,380,1890,342,1564,292,1552,291,12,21,126,107,118,99,8,13,200,164,188,151,12,20,1234,240
86000US33308,"33308",27124,902,16603,958,13403,905,13337,912,66,84,1165,409,1023,370,142,68,2035,495,1981,478,54,44,10521,758
86000US33309,"33309",40485,1976,32822,2193,18520,2134,18155,2126,365,231,3691,985,3179,861,512,224,10611,1934,9609,1717,1002,384,7663,992
86000US33311,"33311",75061,2784,63553,2964,23629,2325,23264,2328,365,201,6469,1742,5643,1485,826,334,33455,3003,31741,2774,1714,671,11508,926
86000US33312,"33312",54902,1969,45346,2084,27184,2155,26885,2118,299,155,5553,1624,4719,1253,834,712,12609,2158,11959,2059,650,255,9556,1231
86000US33313,"33313",62080,2342,53588,2489,24253,2126,23858,2126,395,208,6781,1416,6231,1321,550,223,22554,2060,21731,2047,823,283,8492,898
86000US33314,"33314",26057,1126,20611,1345,11000,1377,10876,1349,124,97,3012,1029,2328,769,684,412,6599,1384,6088,1255,511,232,5446,529
86000US33315,"33315",13630,1043,8601,1151,6597,1033,6536,1024,61,68,856,422,696,345,160,117,1148,541,986,453,162,149,5029,855
86000US33316,"33316",9376,681,5643,685,4549,579,4488,577,61,58,248,119,242,118,6,9,846,338,663,231,183,163,3733,418
86000US33317,"33317",38150,1569,33616,1644,22367,1806,21882,1765,485,242,3600,1102,2939,844,661,338,7649,1457,7369,1444,280,138,4534,670
86000US33319,"33319",46666,1856,37469,2025,21223,2118,20822,1941,401,409,5021,1068,4564,1009,457,196,11225,1353,10830,1297,395,164,9197,756
86000US33321,"33321",47146,1073,37238,1376,23247,1875,23074,1851,173,135,3472,867,3274,831,198,110,10519,1623,9738,1467,781,348,9908,932
86000US33322,"33322",39015,1417,30662,1587,22415,1411,22262,1411,153,92,1671,699,1409,585,262,149,6576,1067,6294,1000,282,158,8353,683
86000US33323,"33323",21629,1170,19050,1174,13904,1127,13767,1114,137,87,1021,364,875,306,146,93,4125,1012,4027,997,98,68,2579,397
86000US33324,"33324",48929,1385,39313,1617,24481,1778,24402,1773,79,53,3789,903,3446,840,343,161,11043,1356,10311,1303,732,265,9616,888
86000US33325,"33325",29319,1156,26472,1302,18537,1391,18481,1385,56,51,2750,809,2523,718,227,169,5185,908,4607,795,578,278,2847,529
86000US33326,"33326",33155,1127,30209,1225,23493,1272,23339,1258,154,94,2006,619,1730,537,276,132,4710,1134,4381,1007,329,210,2946,561
86000US33327,"33327",23811,1258,23317,1324,21014,1611,20928,1598,86,101,194,149,179,131,15,24,2109,836,2019,805,90,111,494,223
86000US33328,"33328",29293,1351,25374,1318,19089,1165,19029,1172,60,57,1200,457,1154,449,46,31,5085,943,4801,910,284,130,3919,652
86000US33330,"33330",15724,1111,14774,1201,11735,1239,11661,1223,74,70,588,308,554,290,34,38,2451,1183,2390,1165,61,66,950,398
86000US33331,"33331",25718,1289,24660,1321,21642,1312,21516,1285,126,93,1151,695,1070,617,81,90,1867,469,1796,450,71,92,1058,307
86000US33332,"33332",11577,1172,11093,1127,9960,1133,9698,1096,262,178,211,178,183,154,28,40,922,522,846,516,76,76,484,229
86000US33334,"33334",29407,1476,20700,1607,13137,1433,12918,1396,219,171,2887,767,2639,706,248,127,4676,914,4362,836,314,162,8707,907
86000US33351,"33351",35188,1261,30504,1636,19138,1676,19068,1665,70,74,3152,942,2709,801,443,212,8214,1569,7903,1500,311,159,4684,764
86000US33401,"33401",26898,1118,18620,1272,10132,1008,10042,1002,90,83,1814,623,1474,498,340,210,6674,1046,6293,1023,381,190,8278,756
86000US33403,"33403",12774,802,10153,874,6318,997,6318,997,0,21,1136,641,1031,601,105,116,2699,803,2563,779,136,78,2621,735
86000US33404,"33404",29134,810,24481,879,10163,1132,10047,1136,116,73,3091,810,2851,758,240,112,11227,1338,10967,1326,260,121,4653,607
86000US33405,"33405",20617,967,16745,1024,10016,1200,9924,1181,92,113,1421,600,1242,538,179,113,5308,1137,4998,1110,310,132,3872,567
86000US33406,"33406",25989,1202,21969,1286,13960,1357,13761,1343,199,133,2077,681,1835,611,242,145,5932,1133,5570,1035,362,204,4020,648
86000US33407,"33407",31032,1606,24322,1851,11345,1305,11229,1292,116,139,3202,909,2894,785,308,177,9775,1510,9217,1407,558,221,6710,847
86000US33408,"33408",18151,502,13308,574,10603,651,10550,641,53,57,720,224,713,224,7,13,1985,439,1930,429,55,42,4843,387
86000US33409,"33409",32482,1585,26302,1695,14913,1506,14739,1459,174,152,3926,1126,3139,871,787,353,7463,1169,6900,1092,563,212,6180,773
86000US33410,"33410",34750,1418,26600,1518,19165,1399,18827,1389,338,177,1894,727,1543,584,351,280,5541,939,5125,848,416,201,8150,733
86000US33411,"33411",71643,1817,62110,1997,44079,1916,43361,1874,718,277,4063,871,3365,691,698,306,13968,1865,13159,1785,809,298,9533,750
86000US33412,"33412",15467,977,13796,1101,11570,1163,11363,1112,207,131,935,487,829,437,106,84,1291,499,1261,494,30,35,1671,497
86000US33413,"33413",17444,1129,15954,1181,9660,1119,9525,1111,135,114,2139,756,1859,710,280,224,4155,979,3854,911,301,151,1490,433
86000US33414,"33414",61318,1083,55847,1194,45438,1462,45080,1428,358,145,3207,776,3024,744,183,92,7202,1117,6872,1082,330,138,5471,656
86000US33415,"33415",51438,1534,44219,1747,24966,1854,24532,1808,434,216,5240,1330,4716,1186,524,211,14013,1314,13117,1260,896,250,7219,700
86000US33417,"33417",33618,1301,25142,1369,15225,1275,14907,1214,318,194,2548,871,2222,807,326,154,7369,1206,7107,1162,262,181,8476,613
86000US33418,"33418",40635,1226,33283,1257,26751,1444,26631,1432,120,82,1979,633,1667,519,312,163,4553,961,4338,954,215,153,7352,880
86000US33426,"33426",23622,1121,16870,1388,11280,1166,11175,1156,105,107,1555,564,1396,503,159,97,4035,952,3743,879,292,170,6752,781
86000US33428,"33428",41311,1378,36521,1520,27646,1635,27374,1603,272,175,2479,714,2269,646,210,103,6396,990,6061,951,335,143,4790,586
86000US33430,"33430",22368,474,18833,641,7609,1115,7435,1093,174,118,3335,855,3024,744,311,154,7889,1266,7489,1215,400,172,3535,510
86000US33431,"33431",18815,1066,14235,1076,11268,1034,11221,1015,47,60,1091,630,966,546,125,94,1876,586,1765,537,111,109,4580,520
86000US33432,"33432",20443,991,13104,1023,10496,966,10330,950,166,134,1006,605,974,594,32,43,1602,477,1567,471,35,44,7339,680
86000US33433,"33433",39620,1439,29379,1423,23780,1388,23707,1381,73,62,1092,414,914,337,178,105,4507,839,4304,799,203,112,10241,729
86000US33434,"33434",20422,861,15173,991,11951,827,11920,820,31,35,633,283,617,277,16,17,2589,510,2532,505,57,55,5249,457
86000US33435,"33435",35907,1211,28124,1434,17200,1219,17071,1218,129,99,3245,1066,2714,769,531,490,7679,1193,7192,1134,487,180,7783,917
86000US33436,"33436",44228,1570,34970,1541,25753,1437,25579,1434,174,94,3040,964,2526,799,514,226,6177,1243,5822,1158,355,211,9258,795
86000US33437,"33437",38053,1394,29369,1356,25671,1404,25569,1403,102,126,1385,602,1251,594,134,120,2313,493,2222,456,91,91,8684,859
86000US33438,"33438",367,182,349,180,220,158,220,158,0,14,76,128,76,128,0,14,53,82,36,55,17,28,18,27
86000US33440,"33440",18635,899,16190,1021,9538,971,9123,950,415,253,2060,743,1739,651,321,146,4592,1021,4233,930,359,182,2445,440
86000US33441,"33441",27223,1171,20099,1310,11793,1255,11637,1240,156,79,1567,560,1372,472,195,127,6739,1205,6121,1129,618,218,7124,701
86000US33442,"33442",28610,925,20424,968,14913,1130,14827,1105,86,83,1492,398,1401,377,91,56,4019,877,3806,840,213,130,8186,662
86000US33444,"33444",24232,1017,18457,1016,10238,1120,10160,1123,78,63,1886,482,1689,444,197,80,6333,1032,5863,963,470,295,5775,667
86000US33445,"33445",31411,1069,22444,1279,15266,1361,15123,1338,143,132,2190,863,1991,815,199,98,4988,911,4486,793,502,204,8967,684
86000US33446,"33446",26006,1336,19133,1311,15903,1199,15903,1199,0,25,1750,832,1623,794,127,98,1480,455,1467,452,13,21,6873,678
86000US33449,"33449",12321,977,11677,979,9950,1095,9950,1095,0,21,894,489,746,427,148,113,833,458,781,433,52,61,644,213
86000US33455,"33455",21683,1033,17017,1046,13556,991,13380,988,176,128,979,418,870,354,109,90,2482,734,2396,720,86,67,4666,419
86000US33458,"33458",58256,988,48486,1395,36884,1778,36491,1695,393,280,2872,930,2383,743,489,252,8730,1121,8360,1118,370,134,9770,1027
86000US33460,"33460",31977,724,24413,966,12589,1469,12101,1341,488,368,5144,1036,4329,915,815,338,6680,1288,6087,1188,593,230,7564,823
86000US33461,"33461",46978,1478,39052,1692,20420,1600,20064,1564,356,189,7487,1588,6594,1424,893,295,11145,1340,10450,1253,695,233,7926,962
86000US33462,"33462",32941,1300,25168,1447,15357,1494,15252,1500,105,107,2969,868,2670,793,299,136,6842,1354,6312,1155,530,373,7773,841
86000US33463,"33463",63362,1342,56906,1574,34515,2020,34059,2075,456,258,6355,1184,5396,1031,959,280,16036,1542,14941,1434,1095,266,6456,795
86000US33467,"33467",54223,1638,46888,1857,36837,1897,36390,1855,447,221,2694,699,2293,595,401,171,7357,1153,6811,1052,546,231,7335,792
86000US33469,"33469",14797,695,11546,728,9725,731,9689,728,36,36,424,256,423,256,1,2,1397,504,1363,499,34,41,3251,404
86000US33470,"33470",27301,1020,24882,1118,20379,1268,20074,1255,305,153,2145,735,1755,591,390,255,2358,639,2212,599,146,86,2419,525
86000US33471,"33471",5666,666,4491,634,2783,599,2783,599,0,19,399,191,361,181,38,42,1309,466,1285,463,24,27,1175,290
86000US33472,"33472",19767,1234,16933,1233,14533,1009,14353,971,180,160,294,273,251,238,43,59,2106,797,1906,682,200,180,2834,531
86000US33473,"33473",12210,1323,11684,1391,10495,1279,10442,1250,53,77,233,198,233,198,0,21,956,774,956,774,0,21,526,211
86000US33476,"33476",8005,537,6665,530,3372,588,3340,598,32,57,695,336,678,328,17,30,2598,609,2589,606,9,18,1340,309
86000US33477,"33477",12594,771,9020,807,7840,727,7773,701,67,71,345,154,313,142,32,24,835,374,778,346,57,70,3574,383
86000US33478,"33478",14067,905,12966,908,11946,899,11560,820,386,280,353,227,273,169,80,68,667,362,646,357,21,24,1101,261
86000US33480,"33480",10031,147,7037,364,6488,373,6387,367,101,74,31,47,31,47,0,21,518,220,500,215,18,20,2994,342
86000US33483,"33483",12421,662,8591,738,6673,604,6635,596,38,52,975,518,879,497,96,84,943,414,880,395,63,53,3830,490
86000US33484,"33484",25902,931,16660,1068,13002,1020,12987,1024,15,23,902,437,861,420,41,48,2756,664,2609,649,147,84,9242,697
86000US33486,"33486",22806,1193,18441,1222,15097,1164,14916,1138,181,149,1112,461,988,412,124,77,2232,640,2093,600,139,103,4365,532
86000US33487,"33487",20653,953,15368,1028,12340,883,12176,885,164,117,1013,444,948,419,65,81,2015,557,1953,534,62,56,5285,652
86000US33493,"33493",1665,224,1496,221,728,196,725,194,3,15,288,129,274,122,14,16,480,168,446,158,34,22,169,67
86000US33496,"33496",22511,928,17731,1136,14384,1041,14351,1043,33,50,1197,519,1137,496,60,68,2150,556,2097,531,53,50,4780,499
86000US33498,"33498",15150,765,13814,831,12147,787,12138,788,9,14,619,340,584,313,35,57,1048,373,1003,361,45,42,1336,351
86000US33503,"33503",162,135,146,141,146,141,146,141,0,14,0,14,0,14,0,14,0,14,0,14,0,14,16,21
86000US33510,"33510",29397,1370,25240,1414,16591,1374,16510,1373,81,81,2475,1011,2082,792,393,319,6174,1162,5607,1044,567,233,4157,442
86000US33511,"33511",58401,1829,48083,2031,31639,1751,31463,1774,176,110,4369,1169,3768,1029,601,280,12075,1780,11246,1556,829,351,10318,907
86000US33513,"33513",10465,890,9046,880,6801,836,6754,838,47,40,648,308,594,283,54,47,1597,521,1575,522,22,26,1419,295
86000US33514,"33514",2717,1086,2340,1089,1280,458,1234,442,46,55,774,1020,767,1020,7,12,286,162,278,162,8,8,377,172
86000US33521,"33521",557,195,434,179,222,131,222,131,0,14,36,46,36,46,0,14,176,122,172,119,4,8,123,58
86000US33523,"33523",18733,1184,15885,1260,10089,1065,9950,1060,139,88,1519,590,1233,463,286,168,4277,897,3994,822,283,147,2848,455
86000US33525,"33525",19229,1100,16884,1130,11712,1004,11638,997,74,55,1339,380,1219,363,120,59,3833,664,3600,634,233,107,2345,320
86000US33527,"33527",14511,1087,12748,1117,10408,1017,10283,979,125,124,891,682,806,624,85,71,1449,603,1263,538,186,97,1763,350
86000US33534,"33534",17123,873,15027,1020,8826,1117,8746,1100,80,62,1666,655,1500,594,166,105,4535,913,4297,905,238,96,2096,410
86000US33538,"33538",4728,544,3695,510,2670,432,2611,416,59,62,199,166,194,163,5,9,826,316,753,282,73,66,1033,221
86000US33540,"33540",8543,758,6434,804,4587,677,4568,677,19,19,705,316,633,278,72,46,1142,484,1086,469,56,47,2109,307
86000US33541,"33541",20920,851,16791,925,13115,1068,13082,1065,33,32,785,328,720,299,65,63,2891,660,2688,606,203,115,4129,510
86000US33542,"33542",21664,786,16815,821,11433,944,11328,917,105,77,1328,506,1059,404,269,156,4054,700,3657,614,397,157,4849,484
86000US33543,"33543",28129,1111,25552,1203,19976,1289,19900,1280,76,85,1594,423,1440,391,154,102,3982,780,3663,690,319,162,2577,299
86000US33544,"33544",28187,1105,25189,1261,20656,1349,20401,1344,255,204,1340,576,1147,482,193,182,3193,683,2912,627,281,112,2998,551
86000US33545,"33545",19592,866,17844,1003,14205,1069,14184,1066,21,36,1109,477,1003,452,106,63,2530,576,2363,537,167,148,1748,367
86000US33547,"33547",25750,953,24153,1073,20317,1135,20226,1128,91,95,956,458,799,382,157,123,2880,640,2669,593,211,89,1597,321
86000US33548,"33548",7213,516,6395,544,5435,561,5343,522,92,88,350,214,333,208,17,26,610,310,600,307,10,16,818,207
86000US33549,"33549",17847,942,15342,1015,12644,954,12501,956,143,123,811,429,677,349,134,113,1887,511,1786,474,101,77,2505,354
86000US33556,"33556",23182,1201,21148,1268,18491,1354,18378,1333,113,69,1039,482,999,475,40,40,1618,484,1561,463,57,47,2034,352
86000US33558,"33558",24238,815,20929,912,16530,929,16484,918,46,50,1290,442,1224,428,66,51,3109,767,2873,707,236,130,3309,407
86000US33559,"33559",18445,1208,14029,1226,10114,1144,10022,1122,92,111,1152,420,926,358,226,112,2763,813,2443,654,320,186,4416,709
86000US33563,"33563",27753,973,23827,1056,15267,1266,15198,1271,69,59,2727,935,2426,808,301,237,5833,849,5518,824,315,133,3926,597
86000US33565,"33565",17606,1061,14852,1098,11699,1010,11524,1036,175,156,1319,566,1157,516,162,79,1834,425,1644,375,190,102,2754,531
86000US33566,"33566",21330,1233,19090,1271,14784,1221,14516,1189,268,152,988,427,851,371,137,92,3318,834,3147,807,171,118,2240,388
86000US33567,"33567",11701,894,10632,904,7817,888,7801,886,16,16,944,501,810,431,134,128,1871,597,1768,554,103,95,1069,275
86000US33569,"33569",28428,1334,25381,1552,19254,1325,19048,1295,206,128,1591,690,1362,575,229,203,4536,1100,4226,1061,310,145,3047,524
86000US33570,"33570",29941,1519,26263,1656,16932,1620,16565,1528,367,274,3524,798,3031,711,493,171,5807,1177,5410,1104,397,189,3678,447
86000US33572,"33572",20369,795,17963,833,15121,835,15121,835,0,25,849,414,727,369,122,79,1993,470,1731,412,262,120,2406,302
86000US33573,"33573",22820,758,15954,813,14455,772,14434,771,21,35,555,286,531,281,24,28,944,333,926,328,18,29,6866,450
86000US33576,"33576",4498,373,3788,382,2966,352,2936,350,30,30,262,119,246,113,16,19,560,236,529,224,31,25,710,135
86000US33578,"33578",52409,2029,42523,2180,29489,1981,29134,1944,355,234,2640,830,2341,775,299,157,10394,1332,9552,1240,842,259,9886,830
86000US33579,"33579",35966,1518,32903,1608,25142,1638,24913,1612,229,173,1297,533,1196,502,101,76,6464,1387,6071,1368,393,142,3063,616
86000US33584,"33584",26635,1412,22796,1537,15754,1401,15652,1391,102,61,1481,554,1336,505,145,113,5561,841,5052,775,509,157,3839,595
86000US33585,"33585",1096,230,874,227,815,223,797,224,18,31,41,45,41,45,0,14,18,29,18,29,0,14,222,88
86000US33592,"33592",11519,881,9720,951,6161,953,5989,948,172,137,915,395,813,352,102,83,2644,684,2375,625,269,129,1799,296
86000US33594,"33594",34800,1562,30046,1588,22876,1608,22733,1597,143,76,2494,821,2276,782,218,110,4676,862,4371,824,305,112,4754,931
86000US33596,"33596",30822,1076,28575,1246,23485,1478,23299,1456,186,115,2118,669,1852,570,266,170,2972,791,2809,753,163,76,2247,355
86000US33597,"33597",7688,798,6598,869,5464,861,5381,879,83,118,101,88,99,86,2,4,1033,469,898,429,135,104,1090,316
86000US33598,"33598",19921,1033,17930,1036,13310,1141,13161,1119,149,88,1026,498,831,409,195,102,3594,1007,3194,843,400,264,1991,493
86000US33602,"33602",15257,761,8282,773,5816,715,5756,694,60,72,513,244,444,201,69,62,1953,437,1924,435,29,22,6975,551
